Id,GrLivArea,BsmtFinSF1,GarageQual,Electrical,TotalBsmtSF,LotShape,LotArea,LandContour,LotConfig,Neighborhood,Condition1,Condition2,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,Has_Bsmt,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,HeatingQC,CentralAir,2ndFlrSF,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Functional,FireplaceQu,Has_Garage,GarageType,GarageCars,WoodDeckSF,OpenPorchSF,PoolQC,Fence,SaleType,SaleCondition
1,0.5646268808119894,0.5811454151573046,5,4,0.019119736108226967,3,-0.2178786924659806,3,4,5,2,2,5,-0.5072842015265535,-1.0462575960103888,13,1,1,12,13,1,4,2,1,2,3,2,6,-0.2930252797528886,-0.9341648115995156,0,1,1.2073785497461735,1,2,1,3,2,6,3,1,1,0.3070397640943406,-0.7407604083206012,0.20000600898329907,3,4,8,4
2,-0.37037073735884096,1.1782547480147751,5,4,0.34714234235580693,3,-0.07204408274559655,3,2,24,1,2,2,2.188278755250165,-0.15476400268786564,40,1,1,8,8,2,4,1,1,2,1,0,6,-0.2930252797528886,-0.6292836998958835,0,1,-0.7850250438866518,0,2,0,3,3,6,5,1,1,0.3070397640943406,1.6148793004689124,-0.7028427666170877,3,4,8,4
3,0.698476709481643,0.09818933711082088,5,4,0.08003887972618935,0,0.1371968790271284,3,4,5,2,2,5,-0.5072842015265535,-0.9802210335420538,14,1,1,12,13,1,4,2,1,2,2,2,6,-0.2930252797528886,-0.2879988733619669,0,1,1.2353748531695856,1,2,1,3,2,6,5,1,1,0.3070397640943406,-0.7407604083206012,-0.08120918341682137,3,4,8,4
4,0.5772012683354819,-0.4945294859462272,5,4,-0.08582750221367906,0,-0.07838471795083064,3,0,6,2,2,5,-0.5072842015265535,1.8593511525963535,46,1,1,13,15,2,4,0,1,4,3,0,6,-0.2930252797528886,-0.04682426261133246,2,1,0.9787420717883084,1,1,0,3,2,6,2,1,5,1.61926388033355,-0.7407604083206012,-0.18481478061686574,3,4,8,0
5,1.3374304676063304,0.4691874152465288,5,4,0.26491641380181924,0,0.5189031183822206,3,2,15,2,2,5,-0.5072842015265535,-0.9472027523078863,16,1,1,12,13,1,4,2,1,2,0,2,6,-0.2930252797528886,-0.16058587145597134,0,1,1.6716505815177571,1,2,1,4,2,6,5,1,1,1.61926388033355,0.7769671892887499,0.5404243997834449,3,4,8,4
6,-0.13569347019478725,0.638222042562798,5,4,-0.04227402672334869,0,0.5005152762870417,3,4,11,2,2,0,-0.5072842015265535,-0.7160747836687136,21,1,1,12,13,2,4,5,1,2,3,2,6,-0.2930252797528886,-1.1298347788122944,0,1,0.535467267584284,1,1,1,1,3,6,3,1,1,0.3070397640943406,-0.42456715881865303,-0.25881877861689745,3,2,8,4
7,0.5356911659624616,2.036599413997389,5,4,0.5919806683952568,3,-0.01066673395893057,3,4,21,2,2,2,-0.5072842015265535,-1.0792758772445563,11,1,1,12,13,3,4,2,1,0,0,2,6,-0.2930252797528886,-0.5542010380584218,0,1,-0.7850250438866518,1,2,0,3,2,6,2,1,1,0.3070397640943406,1.274971557254318,0.1408028105832737,3,4,8,4
8,1.1823297101683339,0.9170194148896318,5,4,0.23639383859372443,0,0.027123451864264604,3,0,14,4,2,5,0.39123678406568596,-0.055709158985363064,43,1,1,6,6,3,4,1,1,2,2,0,1,-0.10384421706215646,-0.7839994879245923,0,1,1.5083388115478533,1,2,1,3,3,6,5,1,1,0.3070397640943406,1.116874932503344,2.3165203517842055,3,4,8,4
9,0.67772544067107,-0.9687045443918657,1,1,0.10892841171995314,3,-0.5133522930298892,3,4,17,0,2,0,-0.5072842015265535,1.331058652849673,66,1,1,3,15,2,4,0,1,4,3,6,6,-0.2930252797528886,0.8905713942684919,2,1,0.969409970647171,0,2,0,2,3,2,5,1,5,0.3070397640943406,-0.029325596941217873,-0.7028427666170877,3,4,8,0
10,-0.8581603259263497,0.8994573756879415,2,4,0.1428535099634363,3,-0.34849577769380286,3,0,3,0,0,1,0.39123678406568596,1.0669124029763328,66,1,1,8,8,2,4,0,1,4,3,2,6,-0.2930252797528886,-0.9569171333684434,0,1,-0.7850250438866518,1,1,0,2,3,6,5,1,1,-1.005184352144869,-0.7407604083206012,-0.6436395682170623,3,4,8,4
